NAME	left	right	DNA strand where the operon is coded	Evidence that support the existence of the operon's Tus
omrA	2974124	2974211	reverse	[LTED|S|Length of transcript experimentally determined],[ICWHO|W|Inferred computationally without human oversight]
omrB	2974326	2974407	reverse	[LTED|S|Length of transcript experimentally determined],[ICWHO|W|Inferred computationally without human oversight]
opgB	4595173	4597464	reverse	[ICWHO|W|Inferred computationally without human oversight]
opgC	1107007	1108164	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
opgD	1494880	1496535	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
opgE	850237	851820	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
opgGH	1108558	1112629	forward	[ITCR|W|Inferred through co-regulation],[PM|S|Polar mutation]
oppABCDF	1299206	1304792	forward	
orn	4389627	4390172	forward	[ICWHO|W|Inferred computationally without human oversight]
osmB	1341134	1341352	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
osmC	1554649	1555080	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
osmE	1819942	1820280	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
osmF-yehYXW	2213767	2217503	reverse	[PAGTSBP|W|Products of adjacent genes in the same biological process]
osmY	4609419	4610024	forward	
otsBA	1978212	1980411	reverse	[PM|S|Polar mutation]
oxyR	4156513	4157430	forward	
oxyS	4156308	4156417	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
paaABCDEFGHIJK	1451951	1461462	forward	[ITCR|W|Inferred through co-regulation],[BTEI|W|Boundaries of transcription experimentally identified],[IEP|W|Inferred from expression pattern],[PM|S|Polar mutation]
paaXY	1461563	1463085	forward	[BTEI|W|Boundaries of transcription experimentally identified]
paaZ	1449621	1451666	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
pabB-nudL	1892829	1894772	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
pabC-yceG-tmk-holB-ycfH	1152523	1156797	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
pagP	655780	656340	forward	
panBC	147944	149601	reverse	"[IC|W|Inferred by curator]; [LTED|S|Length of transcript experimentally determined]"
panD	146314	146694	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
panE-yajL	442275	443739	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
panZ	3596007	3596390	forward	"[IC|W|Inferred by curator]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
paoABCD	296994	301797	reverse	[ICWHO|W|Inferred computationally without human oversight]
parC	3161737	3163995	reverse	[ICWHO|W|Inferred computationally without human oversight]
patA	3217516	3218895	forward	[BTEI|W|Boundaries of transcription experimentally identified]
pbl	2992063	2992437	forward	[ICWHO|W|Inferred computationally without human oversight]
pbpG	2221960	2222892	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
pck	3530840	3532462	forward	
pcnB-folK	157253	159126	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
pdhR-aceEF-lpd	122092	129336	forward	[LTED|S|Length of transcript experimentally determined]
pdxB-usg-truA-dedA	2432104	2435873	reverse	"[IC|W|Inferred by curator]; [BTEI|W|Boundaries of transcription experimentally identified],[PM|S|Polar mutation]; [LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]"
pdxH-tyrS-pdxY	1713050	1716031	reverse	"[LTED|S|Length of transcript experimentally determined]; [BTEI|W|Boundaries of transcription experimentally identified]; [IC|W|Inferred by curator]; [LTED|S|Length of transcript experimentally determined],[CV(LTED/PM)|C|cross validation(LTED/PM)],[PM|S|Polar mutation]"
pdxK	2534408	2535259	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
pepA	4482463	4483974	reverse	[ICWHO|W|Inferred computationally without human oversight]
pepB	2653097	2654380	reverse	[ICWHO|W|Inferred computationally without human oversight]
pepD	254259	255716	reverse	[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]
pepE	4227476	4228165	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
pepN	989845	992457	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
pepQ-yigZ-trkH-hemG	4029184	4033176	forward	[ICWHO|W|Inferred computationally without human oversight]
pepT	1185067	1186293	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
perR	268513	269406	reverse	[ICWHO|W|Inferred computationally without human oversight]
pfkA	4105575	4106537	forward	[ICWHO|W|Inferred computationally without human oversight]
pfkB	1804394	1805323	forward	"[BTEI|W|Boundaries of transcription experimentally identified]; [LTED|S|Length of transcript experimentally determined]"
pflA	949563	950303	reverse	[ICWHO|W|Inferred computationally without human oversight]
pflDC	4142018	4145159	forward	[IC|W|Inferred by curator]
pgaABCD	1085329	1091512	reverse	[IC|W|Inferred by curator]
pgi	4231781	4233430	forward	[ICWHO|W|Inferred computationally without human oversight]
pgl	797809	798804	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
pgpB	1337354	1338118	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
pgpC-tadA	2695376	2696572	reverse	[ICWHO|W|Inferred computationally without human oversight]
pgrR	1390015	1390914	forward	[ICWHO|W|Inferred computationally without human oversight]
pgsA	1990293	1990841	reverse	[ICWHO|W|Inferred computationally without human oversight]
pheLA	2735621	2736927	forward	[LTED|S|Length of transcript experimentally determined]
pheP	601182	602558	forward	[BTEI|W|Boundaries of transcription experimentally identified]
pheU	4360574	4360649	reverse	[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]
pheV	3108388	3108463	forward	[LTED|S|Length of transcript experimentally determined],[BTEI|W|Boundaries of transcription experimentally identified]
phnCDE_1E_2FGHIJKLMNOP	4312367	4323188	reverse	
phoA-psiF	400971	402825	forward	
phoBR	416366	418408	forward	
phoE	258269	259324	reverse	
phoH	1084215	1085279	forward	[BTEI|W|Boundaries of transcription experimentally identified]
phoPQ	1187539	1189670	reverse	"[ITCR|W|Inferred through co-regulation]; [ITCR|W|Inferred through co-regulation],[BTEI|W|Boundaries of transcription experimentally identified]; [IC|W|Inferred by curator]"
pinE	1208908	1209462	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
pinH	2781087	2781230	reverse	[ICWHO|W|Inferred computationally without human oversight]
pinQ	1631646	1632236	forward	[ICWHO|W|Inferred computationally without human oversight]
pinR	1431108	1431698	reverse	[ICWHO|W|Inferred computationally without human oversight]
pitA	3635665	3637164	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
pitB	3132894	3134393	reverse	[IMP|W|Inferred from mutant phenotype],[ICWHO|W|Inferred computationally without human oversight]
plaP	2083728	2085086	reverse	[ICWHO|W|Inferred computationally without human oversight]
pldA	4002885	4003754	forward	[BTEI|W|Boundaries of transcription experimentally identified],[ICWHO|W|Inferred computationally without human oversight]
pldB-yigL	4007193	4009023	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
pliG	1226294	1226695	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
plsB	4252066	4254489	reverse	"[BTEI|W|Boundaries of transcription experimentally identified]; [AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]"
plsC	3160766	3161503	reverse	[ICWHO|W|Inferred computationally without human oversight]
pmbA	4455982	4457334	forward	[ICWHO|W|Inferred computationally without human oversight]
pmrD	2371294	2371560	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
pncB	988377	989579	reverse	
pncC	2821871	2822368	reverse	[ICWHO|W|Inferred computationally without human oversight]
pntAB	1672996	1675927	reverse	"[BTEI|W|Boundaries of transcription experimentally identified]; [IC|W|Inferred by curator]"
polA	4044989	4047775	forward	[ICWHO|W|Inferred computationally without human oversight]
polB	63429	65780	reverse	
potABCD	1181006	1184817	reverse	[IC|W|Inferred by curator]
potFGHI	893007	897152	forward	[LTED|S|Length of transcript experimentally determined]
poxB-ltaE-ybjT	906075	910272	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]; [IEP|W|Inferred from expression pattern]"
ppa	4447145	4447675	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
ppc	4148470	4151121	reverse	[ICWHO|W|Inferred computationally without human oversight]
ppdAB-ygdB-ppdC-recC	2957082	2962199	reverse	[ICWHO|W|Inferred computationally without human oversight]
ppdD-hofBC	114522	117549	reverse	[ICWHO|W|Inferred computationally without human oversight]
pphA	1920337	1920993	reverse	
pphB	2857782	2858438	forward	[ICWHO|W|Inferred computationally without human oversight]
ppiA	3489747	3490319	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
ppiB-lpxH	552441	553660	reverse	[ICWHO|W|Inferred computationally without human oversight]
ppiC	3957555	3957836	reverse	[ICWHO|W|Inferred computationally without human oversight]
ppiD	461139	463010	forward	[ICWHO|W|Inferred computationally without human oversight]
ppk-ppx	2621066	2624678	forward	"[ITCR|W|Inferred through co-regulation]; [PM|S|Polar mutation]; [IC|W|Inferred by curator]"
pppA	3111565	3112374	reverse	[ICWHO|W|Inferred computationally without human oversight]
ppsA	1782758	1785136	reverse	
ppsR	1785469	1786302	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
pptA	1531076	1531309	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
pqiAB	1011224	1014122	forward	
pqqL	1570431	1573226	reverse	[ICWHO|W|Inferred computationally without human oversight]
preTA	2232055	2234522	forward	[PAGTSBP|W|Products of adjacent genes in the same biological process],[ICWHO|W|Inferred computationally without human oversight]
prfC	4607437	4609026	forward	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
priA	4122635	4124833	reverse	[ICWHO|W|Inferred computationally without human oversight]
priC-ybaM	489334	490036	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
prkB	3482512	3483381	forward	[ICWHO|W|Inferred computationally without human oversight]
prlC-rsmJ	3640403	3643205	reverse	[ITCR|W|Inferred through co-regulation],[ICWHO|W|Inferred computationally without human oversight]
prlF-yhaV	3275024	3275823	forward	[PAGTSBP|W|Products of adjacent genes in the same biological process],[ITCR|W|Inferred through co-regulation],[ICWHO|W|Inferred computationally without human oversight],[PM|S|Polar mutation]
prmB-aroC-mepA-yfcA-epmC-yfcL	2441913	2446462	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
proBA	259612	261980	forward	[IC|W|Inferred by curator]
proC	404059	404868	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
proK	3706639	3706715	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
proL	2284233	2284309	forward	[BTEI|W|Boundaries of transcription experimentally identified]
proP	4328525	4330027	forward	
proQ-prc	1910792	1913558	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
proS	217057	218775	reverse	[BTEI|W|Boundaries of transcription experimentally identified]
proVWX	2802837	2806146	forward	[PM|S|Polar mutation]
prpBCDE	347906	353816	forward	[ICWHO|W|Inferred computationally without human oversight]
prpR	346081	347667	reverse	
psd-mscM	4384070	4388383	reverse	[ICWHO|W|Inferred computationally without human oversight]
psiE	4238348	4238758	forward	
pspABCDE	1366103	1368027	forward	"[LTED|S|Length of transcript experimentally determined]; [PAGTSBP|W|Products of adjacent genes in the same biological process]"
pspF	1364959	1365936	reverse	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit],[BTEI|W|Boundaries of transcription experimentally identified]
pspG	4260863	4261105	forward	[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
psrO	3309247	3309420	forward	[LTED|S|Length of transcript experimentally determined],[AISGDTU|W|Automated inference that a single-gene directon is a transcription unit]
pssA	2720749	2722104	forward	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
pstSCAB-phoU	3904876	3909548	reverse	"[IC|W|Inferred by curator]; [BTEI|W|Boundaries of transcription experimentally identified]; [LTED|S|Length of transcript experimentally determined]; [LTED|S|Length of transcript experimentally determined],[PAGTSBP|W|Products of adjacent genes in the same biological process]"
psuKG	2255451	2257318	reverse	"[ICWHO|W|Inferred computationally without human oversight]; [IC|W|Inferred by curator]"
psuT	2254107	2255357	reverse	[ICWHO|W|Inferred computationally without human oversight]
pth-ychF	1255944	1257736	reverse	[LTED|S|Length of transcript experimentally determined]
ptrA-recBD	2948657	2956906	reverse	[ICWHO|W|Inferred computationally without human oversight]
ptrB	1924803	1926863	reverse	[ICWHO|W|Inferred computationally without human oversight]
ptsA-fsaB-gldA	4135955	4140244	reverse	"[IC|W|Inferred by curator]; [ICWHO|W|Inferred computationally without human oversight]"
ptsG	1157092	1158525	forward	[BTEI|W|Boundaries of transcription experimentally identified]
