Product Type	NAME	Gene
-	NemR DNA-binding transcriptional repressor	nemR
-	N-ethylmaleimide reductase, FMN-linked	nemA
-	glyoxalase I	gloA
-	Rnt	rnt
-	member of  ATP-dependent helicase superfamily II	lhr
-	glutaredoxin 4	grxD
-	murein DD-endopeptidase MepH	mepH
-	SodB	sodB
-	YdhP	ydhP
-	small stress response membrane protein	ynhF
-	PurR	purR
-	protein with similarity to transcriptional regulators	ydhB
-	predicted transport protein YdhC	ydhC
-	cyclopropane fatty acyl phospholipid synthase	cfa
-		ribC
-	multidrug efflux transporter MdtK	mdtK
-	conserved protein	ydhQ
tRNA	tRNA<SUP>valV</SUP>	valV
tRNA	tRNA<SUP>valW</SUP>	valW
-	predicted mono-oxygenase	ydhR
-	conserved protein with FAD/NAD(P)-binding domain	ydhS
-	conserved protein	ydhT
-	predicted cytochrome	ydhU
-	predicted 4Fe-4S ferredoxin-type protein	ydhX
-	predicted protein	ydhW
-	predicted oxidoreductase	ydhV
-	predicted 4Fe-4S ferredoxin-type protein	ydhY
-	predicted protein	ydhZ
-	pyruvate kinase I monomer	pykF
-	murein lipoprotein	lpp
-	L,D-transpeptidase YnhG	ynhG
-	sulfur acceptor for SufS cysteine desulfurase	sufE
-	L-cysteine desulfurase	sufS
-	SufD component of SufBCD Fe-S cluster scaffold complex	sufD
-	SufC component of SufBCD Fe-S cluster scaffold complex	sufC
-	SufB component of SufBCD Fe-S cluster scaffold complex	sufB
-	Fe-S cluster assembly, scaffold protein	sufA
small RNA	RydB	rydB
-	predicted protein	ydiH
-	1,4-dihydroxy-2-naphthoyl-CoA thioesterase	menI
-	predicted FAD-linked oxidoreductase	ydiJ
-	predicted inner membrane protein	ydiK
small RNA	RprA	rprA
-	conserved protein	ydiL
-	predicted transporter	ydiM
-	uncharacterised inner membrane protein YdiN	ydiN
-		ydiB
-	AroD	aroD
-	"fused predicted acetyl-CoA:acetoacetyl-CoA transferase: &alpha; subunit/&beta; subunit"	ydiF
-	predicted enoyl-CoA reductase	ydiO
-	predicted DNA-binding transcriptional regulator	ydiP
-	putative subunit of YdiQ-YdiR flavoprotein	ydiQ
-	putative subunit of YdiQ-YdiR flavoprotein	ydiR
-	putative flavoprotein	ydiS
-	putative ferredoxin	ydiT
-	short chain acyl-CoA synthetase monomer	fadK
-	phosphoenolpyruvate synthetase	ppsA
-	PEP synthetase regulatory protein	ppsR
-	AroH	aroH
-	conserved protein	ydiE
-	conserved protein	ydiU
-	anti-FlhDC factor	ydiV
-	NlpC-putative lipoprotein hydrolase	nlpC
-	vitamin B<sub>12</sub> ABC transporter - ATP binding subunit	btuD
-	thioredoxin/glutathione peroxidase	btuE
-	vitamin B<sub>12</sub> ABC transporter - membrane subunit	btuC
-	"integration host factor (IHF), &alpha; subunit"	ihfA
-	"phenylalanyl-tRNA synthetase &beta;-chain"	pheT
-	"phenylalanyl-tRNA synthetase &alpha;-chain"	pheS
-	phenylalanyl-tRNA synthetase (pheST) operon leader peptide	pheM
-	50S ribosomal subunit protein L20	rplT
-	50S ribosomal subunit protein L35	rpmI
-	protein chain initiation factor IF-3	infC
-	threonyl-tRNA synthetase	thrS
-	predicted protein, N-ter fragment	arpB_1
-	predicted protein, C-ter fragment	arpB_2
-	small predicted membrane protein	yniD
-	conserved protein	ydiY
-	6-phosphofructokinase-2 monomer	pfkB
-	predicted protein	ydiZ
-	predicted phosphotransferase/kinase	yniA
-	predicted inner membrane protein	yniB
-	2-deoxyglucose-6-phosphatase	yniC
-	predicted inner membrane protein regulated by LexA	ydjM
-	predicted transporter	ydjN
-	predicted protein	ydjO
-	cell division modulator	cedA
-	catalase II	katE
-	chito-oligosaccharide mono-deacetylase	chbG
-	monoacetylchitobiose-6-phosphate hydrolase	chbF
-	ChbR DNA-binding transcriptional dual regulator	chbR
-	chitobiose / cellobiose PTS permease - ChbA subunit	chbA
-	chitobiose / cellobiose PTS permease - ChbC subunit	chbC
-	chitobiose / cellobiose PTS permease - ChbB subunit	chbB
-	osmotically inducible protein OsmE	osmE
-	NadE	nadE
-	endonuclease of nucleotide excision repair	cho
-	conserved protein	ves
small RNA	Spy3'	spy3'
-		spy
-	succinylglutamate desuccinylase	astE
-		astB
-	aldehyde dehydrogenase	astD
-	arginine succinyltransferase	astA
-	succinylornithine transaminase	astC
-	exonuclease III	xthA
-	predicted inner membrane protein	ydjX
-	predicted protein	ydjY
-	conserved inner membrane protein	ydjZ
-	conserved protein	ynjA
-	conserved protein	ynjB
-	YnjC	ynjC
-	YnjD	ynjD
-	molybdopterin synthase sulfurtransferase	ynjE
-	predicted phosphatidyl transferase, inner membrane protein	ynjF
-	5-hydroxy-CTP diphosphatase	nudG
-	predicted protein	ynjH
-	GdhA	gdhA
-	predicted inner membrane protein	ynjI
-	DNA topoisomerase III	topB
-	selenide, water dikinase	selD
-	predicted oxidoreductase	ydjA
-	protease IV	sppA
-	AnsA	ansA
-	pyrazinamidase/nicotinamidase	pncA
-	YdjE  MFS transporter	ydjE
-	predicted DNA-binding transcriptional regulator	ydjF
-	methylglyoxal reductase (NADH-dependent)	ydjG
-	predicted kinase	ydjH
-	predicted aldolase	ydjI
-	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	ydjJ
-	predicted transporter	ydjK
-	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	ydjL
-	conserved protein	yeaC
-	methionine sulfoxide reductase B	msrB
-	glyceraldehyde 3-phosphate dehydrogenase-A monomer	gapA
-	conserved protein	yeaD
-	methylglyoxal reductase	yeaE
-	scaffolding protein that interacts with murein polymerase and murein hydrolase	mipA
-	protein kinase	yeaG
-	conserved protein	yeaH
-	predicted diguanylate cyclase	yeaI
-	predicted diguanylate cyclase	yeaJ
-	conserved protein	yeaK
-	predicted protein	yoaI
-	conserved inner membrane protein	yeaL
-	predicted DNA-binding transcriptional regulator	yeaM
-	putative amino acid/amine MFS transporter	yeaN
-	conserved protein	yeaO
-	conserved outer membrane protein	yoaF
-	diguanylate cyclase	yeaP
-	small membrane protein	yoaK
-	small membrane protein	yoaJ
-	conserved inner membrane protein	yeaQ
-	predicted protein	yoaG
-	conserved protein	yeaR
-	leucine efflux transporter	leuE
-	DmlR DNA-binding transcriptional regulator	dmlR
-	D-malate dehydrogenase (decarboxylating)	dmlA
-	predicted transporter	yeaV
-	2Fe-2S cluster-containing protein	yeaW
-	predicted oxidoreductase	yeaX
-	RNase D	rnd
small RNA	SroD	sroD
-	FadD	fadD
-	predicted lipoprotein	yeaY
-	protein involved in threonylcarbamoyladenosine biosynthesis	tsaB
-	conserved protein	yoaA
-	conserved protein	yoaB
-	predicted protein	yoaC
-	conserved protein	yoaH
-	PabB	pabB
-	predicted NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity	nudL
-	L-serine deaminase I	sdaA
-	predicted phosphodiesterase	yoaD
-	predicted inner membrane protein	yoaE
-	mannose PTS permease - ManX subunit	manX
-	mannose PTS permease - ManY subunit	manY
-	mannose PTS permease - ManZ subunit	manZ
-	conserved inner membrane protein	yobD
-	manganese export protein	mntP
-	23S rRNA m<sup>1</sup>G745 methyltransferase	rlmA
-	stress protein, member of the CspA family	cspC
-	small protein involved in stress responses	yobF
-	predicted protein	yebO
-	negative feedback regulator of the PhoQP system	mgrB
-	predicted protein	yobH
-	KdgR DNA-binding transcriptional repressor	kdgR
-	predicted transporter	yebQ
-	heat shock protein, integral membrane protein	htpX
-	tail-specific protease	prc
-	RNA chaperone, involved in posttranscriptional control of ProP levels	proQ
-	free methionine-(<i>R</i>)-sulfoxide reductase	msrC
-	conserved inner membrane protein	yebS
-	conserved protein	yebT
-	16S rRNA m<sup>5</sup>C1407 methyltransferase	rsmF
-	predicted protein	yebV
-	predicted protein	yebW
-	protein phosphatase 1 modulates phosphoproteins, signals protein misfolding	pphA
small RNA	SraC	ryeA
small RNA	RyeB	sdsR
-	predicted protein	yebY
-	predicted inner membrane protein	yebZ
-	conserved protein	yobA
-	"DNA polymerase III, &theta; subunit"	holE
-	conserved protein	yobB
-	exonuclease X	exoX
-	oligopeptidase B	ptrB
-	conserved inner membrane protein	yebE
-	predicted protein	yebF
-	conserved protein regulated by LexA	yebG
-	phosphoribosylglycinamide formyltransferase 2	purT
-	Eda	eda
-	phosphogluconate dehydratase	edd
-	glucose 6-phosphate-1-dehydrogenase	zwf
-	predicted DNA-binding transcriptional regulator	yebK
-	pyruvate kinase II monomer	pykA
-	myristoyl-acyl carrier protein (ACP)-dependent acyltransferase	lpxM
-	murein DD-endopeptidase MepM	mepM
-	Zn<sup>2+</sup> ABC transporter - periplasmic binding protein	znuA
-	Zn<sup>2+</sup> ABC transporter - ATP binding subunit	znuC
-	Zn<sup>2+</sup> ABC transporter - membrane subunit	znuB
-	"branch migration of Holliday structures; repair helicase"	ruvB
-	"branch migration of Holliday structures; repair"	ruvA
-	small protein	yobI
-	predicted protein	yebB
-	"Holliday junction nuclease; resolution of structures; repair"	ruvC
-	conserved protein	yebC
-	dihydroneopterin triphosphate pyrophosphohydrolase	nudB
-	aspartyl-tRNA synthetase	aspS
-	predicted hydrolase	yecD
-	conserved protein	yecE
-	predicted inner membrane protein	yecN
-	carboxy-<i>S</i>-adenosyl-L-methionine synthase	cmoA
-	tRNA U34 carboxymethyltransferase	cmoB
-	trimethylamine N-oxide reductase III, TorZ subunit	torZ
-	trimethylamine N-oxide reductase III, <I>c</I>-type cytochrome subunit	torY
small RNA	RyeF	ryeF
-	copper homeostasis protein	cutC
-	predicted metal-binding enzyme	yecM
-	arginyl-tRNA synthetase	argS
-	predicted protein	yecT
-	flagellar protein	flhE
-	flagellar biosynthesis protein FlhA	flhA
-	flagellar biosynthesis protein FlhB	flhB
-	CheZ	cheZ
-	chemotaxis regulator transmitting signal to flagellar motor component	cheY
-	CheB	cheB
-	chemotaxis protein methyltransferase/chemotaxis protein methyltransferase/chemotaxis protein methyltransferase/chemotaxis protein methyltransferase/chemotaxis protein methyltransferase	cheR
-		tap
-		tar
small RNA	C0465	C0465
-	CheW	cheW
-	CheA(S)	cheA
-	MotB protein, enables flagellar motor rotation, linking torque machinery to cell wall	motB
-	"MotA protein, proton conductor component of motor; no effect on switching"	motA
-	FlhC	flhC
-	FlhD	flhD
-	InsAB' transposase	insAB-5
-		insB-5
-	IS1 protein InsA	insA-5
-	universal stress protein	uspC
-	trehalose-6-phosphate synthase	otsA
-	trehalose-6-phosphate phosphatase	otsB
-	arabinose ABC transporter - membrane subunit	araH
-	arabinose ABC transporter -  ATP binding subunit	araG
-	arabinose ABC transporter - periplasmic binding protein	araF
-	predicted ferritin-like protein	ftnB
-		Phantom Gene
-	predicted protein	yecJ
small RNA	IsrB	isrB
-	small membrane protein	azuC
-	predicted protein	yecR
-	ferritin iron storage protein	ftnA
-	predicted protein	yecH
-	tyrosine:H<sup>+</sup> symporter TyrP	tyrP
-	conserved metal-binding protein	yecA
tRNA	tRNA<SUP>leuZ</SUP>	leuZ
tRNA	tRNA<SUP>cysT</SUP>	cysT
tRNA	tRNA<SUP>glyW</SUP>	glyW
-	phosphatidylglycerophosphate synthase	pgsA
-	"excinuclease ABC, subunit C; repair of UV damage to DNA"	uvrC
-	UvrY transcriptional regulator	uvrY
-	predicted protein	yecF
-	SdiA DNA-binding transcriptional dual regulator	sdiA
small RNA	YecC3'	
-	predicted transporter subunit: ATP-binding component of ABC superfamily	yecC
-	predicted transporter subunit: membrane component of ABC superfamily	yecS
-	D-cysteine desulfhydrase	dcyD
-	"periplasmic cystine-binding protein; member of extracellular bacterial solute-binding protein family III"	fliY
-	FliZ DNA-binding transcriptional regulator	fliZ
-	RNA polymerase, sigma 28 (sigma F) factor	fliA
-	"flagellar biosynthesis; flagellin, filament structural protein"	fliC
-	"flagellar cap protein FliD; filament capping protein; enables filament assembly"	fliD
-	flagellar biosynthesis protein FliS	fliS
-	flagellar biosynthesis protein FliT	fliT
-	"&alpha;-amylase"	amyA
-	predicted protein	yedD
-	predicted inner membrane protein	yedE
-	conserved protein	yedF
-	predicted protein	yedK
-	predicted acyltransferase	yedL
-	predicted protein, N-ter fragment	yedN_2
-	predicted protein, C-ter fragment	yedN_1
-	conserved protein	yedM
-	predicted defective phage integrase	intG
-	flagellar basal-body protein FliE	fliE
-	"flagellar M-ring protein FliF; basal-body MS(membrane and supramembrane)-ring and collar protein"	fliF
-	flagellar motor switch protein FliG	fliG
-	flagellar biosynthesis protein FliH	fliH
-	flagellum-specific ATP synthase FliI	fliI
-	flagellar biosynthesis protein FliJ	fliJ
-	flagellar hook-length control protein FliK	fliK
-	flagellar biosynthesis	fliL
-	flagellar motor switch protein FliM	fliM
-	flagellar motor switch protein FliN	fliN
-	flagellar biosynthesis protein FliO	fliO
-	flagellar biosynthesis protein FliP	fliP
-	flagellar biosynthesis protein FliQ	fliQ
-	flagellar biosynthesis protein FliR	fliR
-	positive DNA-binding transcriptional regulator of capsular polysaccharide synthesis, activates its own expression	rcsA
-	predicted protein	dsrB
-	stress-induced protein	yodD
small RNA	DsrA	dsrA
-	predicted phosphatase	yedP
-	predicted diguanylate cyclase	yedQ
-	predicted protein	yodC
-	conserved inner membrane protein	yedI
-	putative membrane transport protein	yedA
-	DNA mismatch endonuclease of the very short patch (VSP) mismatch repair pathway	vsr
-	DNA-cytosine methyltransferase	dcm
-	predicted phosphohydrolase	yedJ
-	predicted inner membrane protein	yedR
small RNA	RseX	rseX
-	predicted protein, N-ter fragment	yedS_1
-	predicted protein, middle fragment	yedS_2
-	predicted protein, C-ter fragment	yedS_3
-	glyoxalase III, Hsp31 molecular chaperone	hchA
-	predicted sensory kinase in two-component regulatory system with YedW	yedV
-	predicted DNA-binding response regulator in two-component system with YedV	yedW
-	conserved protein	yedX
-	reductase	yedY
-	conserved inner membrane protein	yedZ
-	cadmium-induced cadmium binding protein	zinT
-	predicted cytochrome	yodB
tRNA	tRNA<SUP>serU</SUP>	serU
-	Mlc titration factor	mtfA
tRNA	tRNA<SUP>asnT</SUP>	asnT
-	adhesin	yeeJ
-	predicted protein, C-terminal fragment	yeeL_2
-	predicted protein, N-terminal fragment	yeeL_1
-	shikimate:H<sup>+</sup> symporter	shiA
-	Amn	amn
-	conserved protein	yeeN
tRNA	tRNA<SUP>asnW</SUP>	asnW
-	YeeO MATE transporter	yeeO
tRNA	tRNA<SUP>asnU</SUP>	asnU
-	Cbl DNA-binding transcriptional activator	cbl
-	Nac DNA-binding transcriptional dual regulator	nac
tRNA	tRNA<SUP>asnV</SUP>	asnV
-	L,D-transpeptidase ErfK	erfK
-	CobT	cobT
-	cobalamin 5'-phosphate synthase/cobalamin synthase	cobS
-	CobU	cobU
-	"CP4-44 prophage; IS5 transposase and trans-activator"	insH-6
-	"CP4-44 prophage; predicted disrupted hemin or colicin receptor"	yoeA
-	IS2 element transposase InsAB'	insCD-3
-		insD-3
-	"CP4-44 prophage; IS2 insertion element repressor InsA"	insC-3
-	hypothetical protein	yoeE
-	"CP4-44 prophage; predicted GTP-binding protein"	yeeP
small RNA	IsrC	isrC
-	"CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter"	flu
-	"CP4-44 prophage; predicted membrane protein"	yeeR
-	"CP4-44 prophage; predicted DNA repair protein"	yeeS
-	"CP4-44 prophage; predicted protein"	yeeT
-	"CP4-44 prophage; antitoxin of the CbtA-CbeA toxin-antitoxin system"	cbeA
-	"CP4-44 prophage; toxin of the CbtA-CbeA toxin-antitoxin system"	cbtA
-	"CP4-44 prophage; predicted protein"	yeeW
-	conserved protein	yoeF
-	conserved protein	yeeX
-	conserved inner membrane protein	yeeA
-	DNA gyrase inhibitor	sbmC
-	DD-carboxypeptidase, penicillin-binding protein 6b	dacD
-	"exonuclease I, 3' --> 5' specific; deoxyribophosphodiesterase"	sbcB
-	conserved protein	yeeD
-	putative transport system permease protein	yeeE
-	putrescine:H+ symporter PlaP	plaP
-	small protein	yoeI
-	predicted DNA-binding transcriptional regulator	yeeY
-	predicted epimerase, with NAD(P)-binding Rossmann-fold domain	yeeZ
-	toxin of the YoeB-YefM toxin-antitoxin pair	yoeB
-	YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor	yefM
-	his operon leader peptide	hisL
-	HisG	hisG
-	HisD	hisD
-	HisC	hisC
-		hisB
-	imidazole glycerol phosphate synthase, HisH subunit	hisH
-	N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase	hisA
-	imidazole glycerol phosphate synthase, HisF subunit	hisF
-	phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase	hisI
-	regulator of length of O-antigen component of lipopolysaccharide chains	wzzB
-		ugd
-	Gnd	gnd
-		wbbL_2
-	IS5 transposase and trans-activator	insH-7
-	lipopolysaccharide biosynthesis protein, N-ter fragment	wbbL_1
-	predicted lipopolysaccharide biosynthesis protein	wbbK
-	predicted acyl transferase	wbbJ
-	"&beta;-1,6-galactofuranosyltransferase"	wbbI
-	predicted O-antigen polymerase	wbbH
-	UDP-galactopyranose mutase	glf
-	<i>O</i>-antigen flippase	rfbX
-	dTDP-4-dehydrorhamnose 3,5-epimerase	rfbC
-		rfbA
-	dTDP-4-dehydrorhamnose reductase	rfbD
-	dTDP-glucose 4,6-dehydratase	rfbB
-	predicted uridylyltransferase subunit with GalU	galF
-	predicted colanic acid biosynthesis protein	wcaM
-	predicted colanic biosynthesis glycosyl transferase	wcaL
-	predicted colanic acid biosynthesis pyruvyl transferase	wcaK
-	WzxC	wzxC
-	predicted colanic acid biosynthsis UDP-glucose lipid carrier transferase	wcaJ
-	phosphomannomutase	cpsG
-	mannose-1-phosphate guanylyltransferase	cpsB
-	predicted colanic biosynthesis glycosyl transferase	wcaI
-		gmm
-		fcl
-	GDP-mannose 4,6-dehydratase	gmd
-	predicted acyl transferase	wcaF
-	predicted colanic acid biosynthesis glycosyl transferase	wcaE
-	predicted colanic acid polymerase	wcaD
-	predicted colanic acid biosynthesis glycosyl transferase	wcaC
-	predicted colanic acid biosynthesis acyl transferase	wcaB
-	predicted colanic acid biosynthesis glycosyl transferase	wcaA
-	protein-tyrosine kinase	wzc
-	protein-tyrosine phosphatase	wzb
-	lipoprotein required for capsular polysaccharide translocation through the outer membrane	wza
-	putative transport protein	yegH
-	predicted assembly protein AsmA	asmA
-	Dcd	dcd
-	uridine kinase/cytidine kinase/uridine kinase/cytidine kinase	udk
-	predicted diguanylate cyclase	yegE
-	3-methyl-adenine DNA glycosylase II, inducible	alkA
-	actin family protein	yegD
-	conserved protein	yegI
-	predicted protein	yegJ
-	predicted protein	yegK
-	conserved protein	yegL
small RNA	SibA	sibA
-	toxic peptide IbsA	ibsA
small RNA	SibB	sibB
-	predicted toxic peptide IbsB	ibsB
-	MdtABC-TolC multidrug efflux transport system - putative membrane fusion protein	mdtA
-	MdtABC-TolC multidrug efflux transport system - membrane subunit	mdtB
-	MdtABC-TolC multidrug efflux transport system - membrane subunit	mdtC
-	predicted transport protein MdtD	mdtD
-	BaeS sensory histidine kinase	baeS
-	BaeR transcriptional regulator	baeR
